Name,Lat,Long,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/16/2020
France,,,0,0,0,0.5,0,0,0.333333333,0.25,0,0,0.2,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0.166666667,0.285714286,1.111111111,0.5,0.754385965,0.3,0.469230769,0.068062827,0.397058824,0.322807018,0.732095491,0.453292496,0.186512118,0.073712256,0.475599669,0.278587444,0,0.604997808,0.220704725,0.006712911,0.474327628,0.15362581,0.181782541,0.202145306,0.16015086,0.132413574,0.121551603,0.239605444,0.123287671,0.131321736,0.15543138,0.130646544,0.139879869,0.06916833,0.108926171,0.17010101,0.093251228,0.037129972,0.088537349,0.066321614,0.027301217,0.055506683,0.050772953,0.049650108,0.052237715,0.050293048,0.034342053,0.28620322,0.030381405,0.047909057,0.120588393
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,51,9,0,0,0,0,0,1,4,4,4,5,8,10,12,12,12,12,13,13,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,27,46,48,79,130,159,196,262,482,670,799,1040,1176,1457,1908,2078,3675,4585,5795,7272,9257,12327,15320,19848,22213,24873,29056,32986,37323,43938,50871,57695,62095,66885,71808,77872,84794,91159,96092,100123,103374,107663,113296,118181,122171,124908,127854,130072,131359,137698
Germany,,,0,0,0,0,0,0,3,0,0,0.25,0.6,0.25,0.2,0,0,0,0.083333333,0,0.076923077,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.588235294,0.703703704,0.043478261,0.645833333,0.64556962,0.223076923,0.232704403,0.336734694,0.839694656,0.390041494,0.192537313,0.301627034,0.130769231,0.238945578,0.309540151,0.089098532,0.76852743,0.247619048,0.263904035,0.254874892,0.272964796,0.33164092,0.242800357,0.295561358,0.119155582,0.119749696,0.168174326,0.135256057,0.131480022,0.177236557,0.157790523,0.134143225,0.076263108,0.077139866,0.073603947,0.084447415,0.08888946,0.075064273,0.05411424,0.041949382,0.032470062,0.041490123,0.052320667,0.043117144,0.033761772,0.022403025,0.023585359,0.017347912,0.00989452,0.048257067
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,55.3781,-3.436,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,8,8,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,15,20,23,36,40,51,85,115,163,206,273,321,382,456,456,798,1140,1140,1543,1950,2626,2689,3983,5018,5683,6650,8077,9529,11658,14543,17089,19522,22141,25150,29474,33718,38168,41903,47806,51608,55242,60733,65077,73758,78991,84279,88621,93873,103093
United Kingdom,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.666666667,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0.153846154,0.333333333,0.15,0.565217391,0.111111111,0.275,0.666666667,0.352941176,0.417391304,0.263803681,0.325242718,0.175824176,0.190031153,0.193717277,0,0.75,0.428571429,0,0.353508772,0.263771873,0.346666667,0.023990861,0.481219784,0.259854381,0.132522917,0.170156607,0.214586466,0.179769716,0.223423234,0.247469549,0.175067043,0.142372286,0.134156336,0.135901721,0.171928429,0.143991314,0.131976986,0.097856843,0.140872969,0.079529766,0.070415439,0.099399008,0.071526188,0.133395823,0.070948236,0.066944335,0.051519358,0.059263606,0.098217805
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,60.472,8.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,15,19,25,32,56,87,108,147,176,205,400,598,702,996,1090,1221,1333,1463,1550,1746,1914,2118,2385,2621,2863,3084,3369,3755,4015,4284,4445,4641,4863,5147,5370,5550,5687,5865,6086,6086,6211,6314,6409,6525,6603,6623,6896
Norway,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.5,0.266666667,0.315789474,0.28,0.75,0.553571429,0.24137931,0.361111111,0.197278912,0.164772727,0.951219512,0.495,0.173913043,0.418803419,0.09437751,0.120183486,0.091728092,0.097524381,0.059466849,0.126451613,0.096219931,0.106583072,0.126062323,0.098951782,0.092331171,0.077191757,0.092412451,0.114574058,0.069241012,0.066998755,0.037581699,0.044094488,0.047834518,0.058400165,0.043326209,0.033519553,0.024684685,0.031299455,0.037681159,0,0.020538942,0.016583481,0.01504593,0.018099548,0.011954023,0.003028926,0.041219991
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,63,16,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,12,14,15,21,35,94,101,161,203,248,355,500,599,814,961,1022,1103,1190,1279,1439,1639,1763,1934,2046,2286,2526,2840,3069,3447,3700,4028,4435,4947,5568,6131,6443,6830,7206,7693,8419,9141,9685,10151,10483,10948,11445,12540
Sweden,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0.714285714,0.166666667,0.071428571,0.4,0.666666667,1.685714286,0.074468085,0.594059406,0.260869565,0.221674877,0.431451613,0.408450704,0.198,0.358931553,0.180589681,0.063475546,0.07925636,0.078875793,0.074789916,0.125097733,0.138985407,0.075655888,0.096993761,0.057911065,0.117302053,0.104986877,0.124307205,0.080633803,0.123167155,0.073397157,0.088648649,0.101042701,0.115445321,0.125530625,0.101113506,0.050888925,0.060065187,0.055051245,0.06758257,0.094371507,0.085758404,0.059512088,0.048115643,0.032706137,0.044357531,0.045396419,0.095674967
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,18,28,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,24811,27017,29406,32332,35408,38309,41495,44605,47593,50468,53183,55743,58226,60500,62589,64586,66220,68192,70029,71686,73303,74877,77995
Iran,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.6,0.555555556,0.535714286,0.418604651,0.557377049,0.463157895,0.762589928,0.583673469,0.528350515,0.649241147,0.534764826,0.556295803,0.250856164,0.202258727,0.351266724,0.226669475,0.127597458,0.090618337,0.12302751,0.119124596,0.119444444,0.127940447,0.120116156,0.094979967,0.075548859,0.078580482,0.073721319,0.060249986,0.067202695,0.049175321,0.0498787,0.065209354,0.076445833,0.088912176,0.088425806,0.099503503,0.095137944,0.081930637,0.083165836,0.074948789,0.066988006,0.060408043,0.053796465,0.048135682,0.04454371,0.039054718,0.034528926,0.031906565,0.025299601,0.029779523,0.026938644,0.023661626,0.022556706,0.021472518,0.041641626
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,38.9637,35.2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,18,47,98,192,359,670,1236,1529,1872,2433,3629,5698,7402,9217,10827,13531,15679,18135,20921,23934,27069,30217,34109,38226,42282,47029,52167,56956,61049,65111,74193
Turkey,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.2,2,1.611111111,1.085106383,0.959183673,0.869791667,0.866295265,0.844776119,0.237055016,0.224329627,0.299679487,0.491574188,0.570129512,0.299052299,0.245203999,0.174677227,0.249746005,0.158746582,0.156642643,0.153625586,0.144017972,0.130985209,0.116295393,0.128801668,0.120701281,0.106105792,0.112269997,0.109251738,0.09180133,0.07186249,0.066536716,0.13948488
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beijing,China",40.1824,116.4142,14,22,36,41,68,80,91,111,114,139,168,191,212,228,253,274,297,315,326,337,342,352,366,372,375,380,381,387,393,395,396,399,399,399,400,400,410,410,411,413,414,414,418,418,422,426,428,428,429,435,435,436,437,442,452,456,469,480,491,504,522,537,558,561,566,569,573,577,577,580,580,582,584,585,586,587,587,588,588,588,589,589,589,589,593
"Beijing,China",,,0,0.571428571,0.636363636,0.138888889,0.658536585,0.176470588,0.1375,0.21978022,0.027027027,0.219298246,0.208633094,0.136904762,0.109947644,0.075471698,0.109649123,0.083003953,0.083941606,0.060606061,0.034920635,0.033742331,0.014836795,0.029239766,0.039772727,0.016393443,0.008064516,0.013333333,0.002631579,0.015748031,0.015503876,0.005089059,0.002531646,0.007575758,0,0,0.002506266,0,0.025,0,0.002439024,0.00486618,0.002421308,0,0.009661836,0,0.009569378,0.009478673,0.004694836,0,0.002336449,0.013986014,0,0.002298851,0.002293578,0.011441648,0.022624434,0.008849558,0.028508772,0.023454158,0.022916667,0.026476578,0.035714286,0.028735632,0.039106145,0.005376344,0.008912656,0.005300353,0.007029877,0.006980803,0,0.005199307,0,0.003448276,0.003436426,0.001712329,0.001709402,0.001706485,0,0.001703578,0,0,0.00170068,0,0,0,0.006791171
"Beijing,China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hubei,China",30.9756,112.2707,444,444,549,761,1058,1423,3554,3554,4903,5806,7153,11177,13522,16678,19665,22112,24953,27100,29631,31728,33366,33366,48206,54406,56249,58182,59989,61682,62031,62442,62662,64084,64084,64287,64786,65187,65596,65914,66337,66907,67103,67217,67332,67466,67592,67666,67707,67743,67760,67773,67781,67786,67790,67794,67798,67799,67800,67800,67800,67800,67800,67800,67801,67801,67801,67801,67801,67801,67801,67801,67802,67802,67802,67803,67803,67803,67803,67803,67803,67803,67803,67803,67803,67803,67803
"Hubei,China",,,0,0,0.236486486,0.386156648,0.390275953,0.344990548,1.497540408,0,0.379572313,0.184172955,0.232001378,0.562561163,0.209805851,0.233397426,0.179098213,0.124434274,0.128482272,0.086041759,0.093394834,0.070770477,0.051626324,0,0.444764131,0.128614695,0.03387494,0.034365055,0.031057715,0.028221841,0.005658053,0.006625719,0.00352327,0.022693179,0,0.003167717,0.007762067,0.006189609,0.006274257,0.004847857,0.006417453,0.00859249,0.002929439,0.001698881,0.001710877,0.001990138,0.001867607,0.001094804,0.000605917,0.000531703,0.000250948,0.000191854,0.000118041,7.3767E-05,5.90092E-05,5.90058E-05,5.90023E-05,1.47497E-05,1.47495E-05,0,0,0,0,0,1.47493E-05,0,0,0,0,0,0,0,1.4749E-05,0,0,1.47488E-05,0,0,0,0,0,0,0,0,0,0,0
"Hubei,China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, South",36,128,1,1,2,2,3,4,4,4,4,11,12,15,15,16,19,23,24,24,25,27,28,28,28,28,28,29,30,31,31,104,204,433,602,833,977,1261,1766,2337,3150,3736,4335,5186,5621,6088,6593,7041,7314,7478,7513,7755,7869,7979,8086,8162,8236,8320,8413,8565,8652,8799,8961,8961,9037,9137,9241,9332,9478,9583,9661,9786,9887,9976,10062,10156,10237,10284,10331,10384,10423,10450,10480,10512,10537,10564,10613
"Korea, South",,,0,0,1,0,0.5,0.333333333,0,0,0,1.75,0.090909091,0.25,0,0.066666667,0.1875,0.210526316,0.043478261,0,0.041666667,0.08,0.037037037,0,0,0,0,0.035714286,0.034482759,0.033333333,0,2.35483871,0.961538462,1.12254902,0.390300231,0.38372093,0.172869148,0.290685773,0.400475813,0.323329558,0.3478819,0.186031746,0.160331906,0.196309112,0.083879676,0.083081302,0.082950066,0.067950857,0.038772902,0.022422751,0.004680396,0.032210835,0.014700193,0.013978905,0.013410202,0.009398961,0.009066405,0.010199126,0.011177885,0.018067277,0.010157618,0.016990291,0.018411183,0,0.008481196,0.011065619,0.011382292,0.009847419,0.015645092,0.011078287,0.008139414,0.012938619,0.010320867,0.009001719,0.00862069,0.009342079,0.007975581,0.004591189,0.004570206,0.005130191,0.003755778,0.002590425,0.002870813,0.003053435,0.002378234,0.002562399,0.004638395
"Korea, South",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,2.5,112.5,0,0,0,3,4,4,4,7,8,8,8,8,8,10,12,12,12,16,16,18,18,18,19,19,22,22,22,22,22,22,22,22,22,22,22,22,23,23,25,29,29,36,50,50,83,93,99,117,129,149,149,197,238,428,566,673,790,900,1030,1183,1306,1518,1624,1796,2031,2161,2320,2470,2626,2766,2908,3116,3333,3483,3662,3793,3963,4119,4228,4346,4530,4683,4817,4987,5182
Malaysia,,,0,0,0,0,0.333333333,0,0,0.75,0.142857143,0,0,0,0,0.25,0.2,0,0,0.333333333,0,0.125,0,0,0.055555556,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0.086956522,0.16,0,0.24137931,0.388888889,0,0.66,0.120481928,0.064516129,0.181818182,0.102564103,0.15503876,0,0.322147651,0.208121827,0.798319328,0.322429907,0.189045936,0.17384844,0.139240506,0.144444444,0.148543689,0.10397295,0.162327718,0.069828722,0.10591133,0.130846325,0.064007878,0.073577048,0.064655172,0.063157895,0.053313024,0.051337672,0.071526823,0.069640565,0.0450045,0.051392478,0.035772802,0.044819404,0.039364118,0.026462734,0.027909177,0.042337782,0.033774834,0.028614136,0.035291675,0.039101664
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New South Wales,Australia",-33.8688,151.2093,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,13,22,22,26,28,38,48,55,65,65,92,112,134,171,210,267,307,353,436,669,669,818,1029,1219,1405,1617,1791,2032,2032,2182,2298,2389,2493,2580,2637,2686,2734,2773,2822,2857,2857,2863,2870,2897
"New South Wales,Australia",,,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.166666667,0.692307692,0,0.181818182,0.076923077,0.357142857,0.263157895,0.145833333,0.181818182,0,0.415384615,0.217391304,0.196428571,0.276119403,0.228070175,0.271428571,0.149812734,0.149837134,0.235127479,0.53440367,0,0.222720478,0.25794621,0.184645287,0.152584085,0.15088968,0.107606679,0.134561697,0,0.073818898,0.053162236,0.039599652,0.043532859,0.034897714,0.022093023,0.018581722,0.017870439,0.014264813,0.017670393,0.012402551,0,0.002100105,0.002444988,0.009407666
"New South Wales,Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,