,Last_Update,Confirmed,Deaths,Recovered,Active,Latitude,Longitude,name
13315,2020-03-05,2.0,0.0,0.0,,37.75215114,-122.4385672,San Francisco
13048,2020-03-07,9.0,0.0,0.0,,37.75215114,-122.4385672,San Francisco
56386,2020-03-08,9.0,0.0,0.0,,37.75215114,-122.4385672,San Francisco
16715,2020-03-23,131.0,0.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
2866,2020-03-24,152.0,0.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
6283,2020-03-25,178.0,1.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
50455,2020-03-26,223.0,2.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
47026,2020-03-27,279.0,3.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
33219,2020-03-28,308.0,4.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
29785,2020-03-29,340.0,4.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
37125,2020-03-30,374.0,6.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
39741,2020-03-31,397.0,6.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
42219,2020-04-01,434.0,7.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
8986,2020-04-02,450.0,7.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
11599,2020-04-03,497.0,7.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
25684,2020-04-04,529.0,8.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
22986,2020-04-05,568.0,8.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
53349,2020-04-06,583.0,9.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
17722,3/22/20 23,108.0,0.0,0.0,0.0,37.75215114,-122.4385672,San Francisco
15478,2020-03-23,75.0,0.0,0.0,0.0,27.9276559,-82.32013172,Tampa
1629,2020-03-24,91.0,0.0,0.0,0.0,27.9276559,-82.32013172,Tampa
5046,2020-03-25,106.0,0.0,0.0,0.0,27.9276559,-82.32013172,Tampa
49218,2020-03-26,142.0,1.0,0.0,0.0,27.9276559,-82.32013172,Tampa
45789,2020-03-27,167.0,1.0,0.0,0.0,27.9276559,-82.32013172,Tampa
31982,2020-03-28,195.0,2.0,0.0,0.0,27.9276559,-82.32013172,Tampa
28548,2020-03-29,218.0,2.0,0.0,0.0,27.9276559,-82.32013172,Tampa
35888,2020-03-30,253.0,2.0,0.0,0.0,27.9276559,-82.32013172,Tampa
38910,2020-03-31,305.0,3.0,0.0,0.0,27.9276559,-82.32013172,Tampa
41369,2020-04-01,309.0,3.0,0.0,0.0,27.9276559,-82.32013172,Tampa
8109,2020-04-02,404.0,5.0,0.0,0.0,27.9276559,-82.32013172,Tampa
10695,2020-04-03,463.0,5.0,0.0,0.0,27.9276559,-82.32013172,Tampa
24754,2020-04-04,497.0,5.0,0.0,0.0,27.9276559,-82.32013172,Tampa
22026,2020-04-05,536.0,5.0,0.0,0.0,27.9276559,-82.32013172,Tampa
52371,2020-04-06,571.0,5.0,0.0,0.0,27.9276559,-82.32013172,Tampa
17824,3/22/20 23,58.0,0.0,0.0,0.0,27.9276559,-82.32013172,Tampa
14834,2020-03-23,922.0,9.0,0.0,0.0,41.84144849,-87.81658794,Chicago
985,2020-03-24,1194.0,9.0,0.0,0.0,41.84144849,-87.81658794,Chicago
4402,2020-03-25,1418.0,14.0,0.0,0.0,41.84144849,-87.81658794,Chicago
48575,2020-03-26,1418.0,18.0,0.0,0.0,41.84144849,-87.81658794,Chicago
45146,2020-03-27,2239.0,20.0,0.0,0.0,41.84144849,-87.81658794,Chicago
31339,2020-03-28,2613.0,28.0,0.0,0.0,41.84144849,-87.81658794,Chicago
27905,2020-03-29,3445.0,40.0,0.0,0.0,41.84144849,-87.81658794,Chicago
35245,2020-03-30,3727.0,44.0,0.0,0.0,41.84144849,-87.81658794,Chicago
38505,2020-03-31,4496.0,61.0,0.0,0.0,41.84144849,-87.81658794,Chicago
40951,2020-04-01,5152.0,95.0,0.0,0.0,41.84144849,-87.81658794,Chicago
7672,2020-04-02,5575.0,107.0,0.0,0.0,41.84144849,-87.81658794,Chicago
10247,2020-04-03,6111.0,141.0,0.0,0.0,41.84144849,-87.81658794,Chicago
24297,2020-04-04,7439.0,167.0,0.0,0.0,41.84144849,-87.81658794,Chicago
21548,2020-04-05,8034.0,186.0,0.0,0.0,41.84144849,-87.81658794,Chicago
51881,2020-04-06,8728.0,209.0,0.0,0.0,41.84144849,-87.81658794,Chicago
17758,3/22/20 23,805.0,4.0,0.0,0.0,41.84144849,-87.81658794,Chicago
34289,2020-03-02,1.0,0.0,0.0,,40.7672726,-73.97152637,New York City
34398,2020-03-05,4.0,0.0,0.0,,40.7672726,-73.97152637,New York City
16273,2020-03-23,12305.0,99.0,0.0,0.0,40.7672726,-73.97152637,New York City
2424,2020-03-24,14904.0,131.0,0.0,0.0,40.7672726,-73.97152637,New York City
5841,2020-03-25,17856.0,199.0,0.0,0.0,40.7672726,-73.97152637,New York City
50013,2020-03-26,21873.0,281.0,0.0,0.0,40.7672726,-73.97152637,New York City
46584,2020-03-27,25573.0,366.0,0.0,0.0,40.7672726,-73.97152637,New York City
32777,2020-03-28,29776.0,517.0,0.0,0.0,40.7672726,-73.97152637,New York City
29343,2020-03-29,33768.0,678.0,0.0,0.0,40.7672726,-73.97152637,New York City
36683,2020-03-30,37453.0,790.0,0.0,0.0,40.7672726,-73.97152637,New York City
39453,2020-03-31,43119.0,932.0,0.0,0.0,40.7672726,-73.97152637,New York City
41926,2020-04-01,47439.0,1139.0,0.0,0.0,40.7672726,-73.97152637,New York City
8684,2020-04-02,51809.0,1397.0,0.0,0.0,40.7672726,-73.97152637,New York City
11284,2020-04-03,57159.0,1584.0,0.0,0.0,40.7672726,-73.97152637,New York City
25361,2020-04-04,63306.0,1905.0,0.0,0.0,40.7672726,-73.97152637,New York City
22648,2020-04-05,67551.0,2256.0,0.0,0.0,40.7672726,-73.97152637,New York City
53004,2020-04-06,72181.0,3485.0,0.0,0.0,40.7672726,-73.97152637,New York City
17621,3/22/20 23,9654.0,63.0,0.0,0.0,40.7672726,-73.97152637,New York City
15509,2020-03-23,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
1660,2020-03-24,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
5077,2020-03-25,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
49249,2020-03-26,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
45820,2020-03-27,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
32013,2020-03-28,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
28579,2020-03-29,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
35919,2020-03-30,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
20445,3/22/20 23,0.0,0.0,0.0,0.0,31.31925973,-95.42226208,Houston
17229,2020-03-23,638.0,8.0,0.0,0.0,42.28098405,-83.281255,Detroit
3378,2020-03-24,876.0,13.0,0.0,0.0,42.28098405,-83.281255,Detroit
6794,2020-03-25,1122.0,21.0,0.0,0.0,42.28098405,-83.281255,Detroit
50964,2020-03-26,1389.0,26.0,0.0,0.0,42.28098405,-83.281255,Detroit
47542,2020-03-27,1810.0,37.0,0.0,0.0,42.28098405,-83.281255,Detroit
33732,2020-03-28,2316.0,46.0,0.0,0.0,42.28098405,-83.281255,Detroit
30302,2020-03-29,2704.0,56.0,0.0,0.0,42.28098405,-83.281255,Detroit
37646,2020-03-30,3195.0,83.0,0.0,0.0,42.28098405,-83.281255,Detroit
40122,2020-03-31,3735.0,120.0,0.0,0.0,42.28098405,-83.281255,Detroit
42606,2020-04-01,4470.0,146.0,0.0,0.0,42.28098405,-83.281255,Detroit
9387,2020-04-02,5069.0,194.0,0.0,0.0,42.28098405,-83.281255,Detroit
12008,2020-04-03,6096.0,223.0,0.0,0.0,42.28098405,-83.281255,Detroit
26101,2020-04-04,6762.0,252.0,0.0,0.0,42.28098405,-83.281255,Detroit
23416,2020-04-05,7518.0,293.0,0.0,0.0,42.28098405,-83.281255,Detroit
53787,2020-04-06,8270.0,346.0,0.0,0.0,42.28098405,-83.281255,Detroit
17789,3/22/20 23,477.0,5.0,0.0,0.0,42.28098405,-83.281255,Detroit
15712,2020-03-23,1170.0,87.0,0.0,0.0,47.49137892,-121.8346131,Seattle
1863,2020-03-24,1170.0,87.0,0.0,0.0,47.49137892,-121.8346131,Seattle
5280,2020-03-25,1359.0,101.0,0.0,0.0,47.49137892,-121.8346131,Seattle
49452,2020-03-26,1577.0,109.0,0.0,0.0,47.49137892,-121.8346131,Seattle
46023,2020-03-27,1577.0,109.0,0.0,0.0,47.49137892,-121.8346131,Seattle
32216,2020-03-28,2077.0,136.0,0.0,0.0,47.49137892,-121.8346131,Seattle
28782,2020-03-29,2159.0,141.0,0.0,0.0,47.49137892,-121.8346131,Seattle
36122,2020-03-30,2161.0,144.0,0.0,0.0,47.49137892,-121.8346131,Seattle
39069,2020-03-31,2330.0,150.0,0.0,0.0,47.49137892,-121.8346131,Seattle
41531,2020-04-01,2330.0,150.0,0.0,0.0,47.49137892,-121.8346131,Seattle
8274,2020-04-02,2656.0,175.0,0.0,0.0,47.49137892,-121.8346131,Seattle
10862,2020-04-03,2787.0,186.0,0.0,0.0,47.49137892,-121.8346131,Seattle
24927,2020-04-04,2898.0,200.0,0.0,0.0,47.49137892,-121.8346131,Seattle
22203,2020-04-05,3167.0,208.0,0.0,0.0,47.49137892,-121.8346131,Seattle
52549,2020-04-06,3331.0,222.0,0.0,0.0,47.49137892,-121.8346131,Seattle
17666,3/22/20 23,1040.0,75.0,0.0,0.0,47.49137892,-121.8346131,Seattle
16926,2020-03-23,154.0,1.0,0.0,0.0,42.3279514,-71.07850442,Boston
3077,2020-03-24,234.0,1.0,0.0,0.0,42.3279514,-71.07850442,Boston
6494,2020-03-25,342.0,1.0,0.0,0.0,42.3279514,-71.07850442,Boston
50666,2020-03-26,448.0,2.0,0.0,0.0,42.3279514,-71.07850442,Boston
47237,2020-03-27,631.0,2.0,0.0,0.0,42.3279514,-71.07850442,Boston
33430,2020-03-28,843.0,3.0,0.0,0.0,42.3279514,-71.07850442,Boston
29996,2020-03-29,940.0,3.0,0.0,0.0,42.3279514,-71.07850442,Boston
37336,2020-03-30,1115.0,5.0,0.0,0.0,42.3279514,-71.07850442,Boston
39888,2020-03-31,1373.0,6.0,0.0,0.0,42.3279514,-71.07850442,Boston
42369,2020-04-01,1624.0,13.0,0.0,0.0,42.3279514,-71.07850442,Boston
9139,2020-04-02,1896.0,19.0,0.0,0.0,42.3279514,-71.07850442,Boston
11752,2020-04-03,2183.0,21.0,0.0,0.0,42.3279514,-71.07850442,Boston
25840,2020-04-04,2429.0,26.0,0.0,0.0,42.3279514,-71.07850442,Boston
23148,2020-04-05,2658.0,27.0,0.0,0.0,42.3279514,-71.07850442,Boston
53513,2020-04-06,2929.0,31.0,0.0,0.0,42.3279514,-71.07850442,Boston
17906,3/22/20 23,126.0,1.0,0.0,0.0,42.3279514,-71.07850442,Boston
16136,2020-03-23,204.0,3.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
2287,2020-03-24,243.0,3.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
5704,2020-03-25,325.0,4.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
49876,2020-03-26,347.0,7.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
46447,2020-03-27,411.0,8.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
32640,2020-03-28,541.0,9.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
29206,2020-03-29,606.0,10.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
36546,2020-03-30,617.0,10.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
39355,2020-03-31,710.0,11.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
41825,2020-04-01,780.0,12.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
8582,2020-04-02,869.0,16.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
11179,2020-04-03,1023.0,24.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
25257,2020-04-04,1023.0,24.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
22542,2020-04-05,1190.0,39.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
52894,2020-04-06,1256.0,40.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
18146,3/22/20 23,182.0,2.0,0.0,0.0,43.00486062,-87.96733172,Milwaukee
27225,1/26/20 16,1.0,,,,51.2538,-85.3232,Toronto
27271,1/27/20 23,1.0,,,,51.2538,-85.3232,Toronto
44457,1/28/20 23,1.0,,,,51.2538,-85.3232,Toronto
44509,1/29/20 19,1.0,,,,51.2538,-85.3232,Toronto
14034,1/30/20 16,2.0,,,,51.2538,-85.3232,Toronto
13973,1/31/2020 ,2.0,,,,51.2538,-85.3232,Toronto
56261,2/1/2020 1,3.0,0.0,0.0,,51.2538,-85.3232,Toronto
13835,2020-02-01,3.0,0.0,0.0,,51.2538,-85.3232,Toronto
56348,2020-03-09,34.0,0.0,4.0,,51.2538,-85.3232,Toronto
12458,2020-03-10,36.0,0.0,4.0,,51.2538,-85.3232,Toronto
12669,2020-03-11,41.0,0.0,4.0,,51.2538,-85.3232,Toronto
43026,2020-03-11,74.0,0.0,4.0,,51.2538,-85.3232,Toronto
43285,2020-03-12,42.0,0.0,4.0,,51.2538,-85.3232,Toronto
54486,2020-03-14,79.0,0.0,4.0,,51.2538,-85.3232,Toronto
54731,2020-03-15,104.0,0.0,4.0,,51.2538,-85.3232,Toronto
26809,2020-03-16,177.0,0.0,5.0,,51.2538,-85.3232,Toronto
26542,2020-03-17,185.0,1.0,5.0,,51.2538,-85.3232,Toronto
44188,2020-03-18,221.0,1.0,5.0,,51.2538,-85.3232,Toronto
43902,2020-03-19,257.0,1.0,5.0,,51.2538,-85.3232,Toronto
55386,2020-03-20,308.0,2.0,5.0,,51.2538,-85.3232,Toronto
55686,2020-03-21,377.0,3.0,6.0,,51.2538,-85.3232,Toronto
17433,2020-03-23,503.0,6.0,0.0,0.0,51.2538,-85.3232,Toronto
3581,2020-03-24,588.0,7.0,0.0,0.0,51.2538,-85.3232,Toronto
6997,2020-03-25,688.0,8.0,0.0,0.0,51.2538,-85.3232,Toronto
51168,2020-03-26,858.0,13.0,0.0,0.0,51.2538,-85.3232,Toronto
47746,2020-03-27,994.0,18.0,0.0,0.0,51.2538,-85.3232,Toronto
33938,2020-03-28,1144.0,18.0,0.0,0.0,51.2538,-85.3232,Toronto
30508,2020-03-29,1355.0,21.0,0.0,0.0,51.2538,-85.3232,Toronto
37852,2020-03-30,1706.0,31.0,0.0,0.0,51.2538,-85.3232,Toronto
40284,2020-03-31,1966.0,33.0,0.0,0.0,51.2538,-85.3232,Toronto
42769,2020-04-01,2392.0,37.0,0.0,0.0,51.2538,-85.3232,Toronto
9555,2020-04-02,2793.0,53.0,0.0,0.0,51.2538,-85.3232,Toronto
12180,2020-04-03,3255.0,67.0,0.0,0.0,51.2538,-85.3232,Toronto
26273,2020-04-04,3630.0,94.0,0.0,0.0,51.2538,-85.3232,Toronto
23591,2020-04-05,4354.0,119.0,0.0,0.0,51.2538,-85.3232,Toronto
53965,2020-04-06,4347.0,150.0,0.0,0.0,51.2538,-85.3232,Toronto
20797,3/22/20 23,425.0,5.0,0.0,0.0,51.2538,-85.3232,Toronto
13975,1/31/2020 ,2.0,,,,41.87194,12.56738,Italy
56262,1/31/2020 ,2.0,0.0,0.0,,41.87194,12.56738,Italy
13430,2020-01-31,2.0,0.0,0.0,,41.87194,12.56738,Italy
255,2020-02-07,3.0,0.0,0.0,,41.87194,12.56738,Italy
14083,2020-02-21,20.0,1.0,0.0,,41.87194,12.56738,Italy
55186,2020-02-22,62.0,2.0,1.0,,41.87194,12.56738,Italy
55258,2020-02-23,155.0,3.0,2.0,,41.87194,12.56738,Italy
43766,2020-02-24,229.0,7.0,1.0,,41.87194,12.56738,Italy
43668,2020-02-25,322.0,10.0,1.0,,41.87194,12.56738,Italy
14,2020-02-26,453.0,12.0,3.0,,41.87194,12.56738,Italy
111,2020-02-27,655.0,17.0,45.0,,41.87194,12.56738,Italy
54185,2020-02-28,888.0,21.0,46.0,,41.87194,12.56738,Italy
54296,2020-02-29,1128.0,29.0,46.0,,41.87194,12.56738,Italy
13668,2020-03-01,1694.0,34.0,83.0,,41.87194,12.56738,Italy
56077,2020-03-02,2036.0,52.0,149.0,,41.87194,12.56738,Italy
55926,2020-03-03,2502.0,79.0,160.0,,41.87194,12.56738,Italy
34143,2020-03-04,3089.0,107.0,276.0,,41.87194,12.56738,Italy
34303,2020-03-05,3858.0,148.0,414.0,,41.87194,12.56738,Italy
13185,2020-03-06,4636.0,197.0,523.0,,41.87194,12.56738,Italy
12959,2020-03-07,5883.0,233.0,589.0,,41.87194,12.56738,Italy
56550,2020-03-08,7375.0,366.0,622.0,,41.87194,12.56738,Italy
56284,2020-03-09,9172.0,463.0,724.0,,41.87194,12.56738,Italy
12389,2020-03-10,10149.0,631.0,724.0,,41.87194,12.56738,Italy
12595,2020-03-11,12462.0,827.0,1045.0,,41.87194,12.56738,Italy
43037,2020-03-11,17660.0,1266.0,1439.0,,41.87194,12.56738,Italy
54411,2020-03-14,21157.0,1441.0,1966.0,,41.87194,12.56738,Italy
54660,2020-03-14,24747.0,1809.0,2335.0,,41.87194,12.56738,Italy
26758,2020-03-16,27980.0,2158.0,2749.0,,41.87194,12.56738,Italy
26482,2020-03-17,31506.0,2503.0,2941.0,,41.87194,12.56738,Italy
44129,2020-03-18,35713.0,2978.0,4025.0,,41.87194,12.56738,Italy
43837,2020-03-19,41035.0,3405.0,4440.0,,41.87194,12.56738,Italy
55322,2020-03-20,47021.0,4032.0,4440.0,,41.87194,12.56738,Italy
55621,2020-03-21,53578.0,4825.0,6072.0,,41.87194,12.56738,Italy
17534,2020-03-23,63927.0,6077.0,7432.0,50418.0,41.87194,12.56738,Italy
3685,2020-03-24,69176.0,6820.0,8326.0,54030.0,41.87194,12.56738,Italy
7103,2020-03-25,74386.0,7503.0,9362.0,57521.0,41.87194,12.56738,Italy
51275,2020-03-26,80589.0,8215.0,10361.0,62013.0,41.87194,12.56738,Italy
47854,2020-03-27,86498.0,9134.0,10950.0,66414.0,41.87194,12.56738,Italy
34047,2020-03-28,92472.0,10023.0,12384.0,70065.0,41.87194,12.56738,Italy
30617,2020-03-29,97689.0,10779.0,13030.0,73880.0,41.87194,12.56738,Italy
37962,2020-03-30,101739.0,11591.0,14620.0,75528.0,41.87194,12.56738,Italy
40395,2020-03-31,105792.0,12428.0,15729.0,77635.0,41.87194,12.56738,Italy
42880,2020-04-01,110574.0,13155.0,16847.0,80572.0,41.87194,12.56738,Italy
9666,2020-04-02,115242.0,13915.0,18278.0,83049.0,41.87194,12.56738,Italy
12291,2020-04-03,119827.0,14681.0,19758.0,85388.0,41.87194,12.56738,Italy
26384,2020-04-04,124632.0,15362.0,20996.0,88274.0,41.87194,12.56738,Italy
23703,2020-04-05,128948.0,15887.0,21815.0,91246.0,41.87194,12.56738,Italy
54077,2020-04-06,132547.0,16523.0,22837.0,93187.0,41.87194,12.56738,Italy
20854,3/22/20 23,59138.0,5476.0,7024.0,46638.0,41.87194,12.56738,Italy
56274,2/1/2020 2,1.0,0.0,0.0,,40.4637,-3.7492,Spain
13443,2020-02-01,1.0,0.0,0.0,,40.4637,-3.7492,Spain
12864,2020-02-09,2.0,0.0,0.0,,40.4637,-3.7492,Spain
260,2020-02-15,2.0,0.0,2.0,,40.4637,-3.7492,Spain
43703,2020-02-25,6.0,0.0,2.0,,40.4637,-3.7492,Spain
46,2020-02-26,13.0,0.0,2.0,,40.4637,-3.7492,Spain
147,2020-02-27,15.0,0.0,2.0,,40.4637,-3.7492,Spain
54220,2020-02-28,32.0,0.0,2.0,,40.4637,-3.7492,Spain
54330,2020-02-29,45.0,0.0,2.0,,40.4637,-3.7492,Spain
13701,2020-03-01,84.0,0.0,2.0,,40.4637,-3.7492,Spain
56106,2020-03-02,120.0,0.0,2.0,,40.4637,-3.7492,Spain
55951,2020-03-03,165.0,1.0,2.0,,40.4637,-3.7492,Spain
34166,2020-03-04,222.0,2.0,2.0,,40.4637,-3.7492,Spain
34324,2020-03-05,259.0,3.0,2.0,,40.4637,-3.7492,Spain
13202,2020-03-06,400.0,5.0,2.0,,40.4637,-3.7492,Spain
12974,2020-03-07,500.0,10.0,30.0,,40.4637,-3.7492,Spain
56563,2020-03-08,673.0,17.0,30.0,,40.4637,-3.7492,Spain
56292,2020-03-09,1073.0,28.0,32.0,,40.4637,-3.7492,Spain
12393,2020-03-10,1695.0,35.0,32.0,,40.4637,-3.7492,Spain
12599,2020-03-11,2277.0,54.0,183.0,,40.4637,-3.7492,Spain
43125,2020-03-11,5232.0,133.0,193.0,,40.4637,-3.7492,Spain
43210,2020-03-12,2277.0,55.0,183.0,,40.4637,-3.7492,Spain
54414,2020-03-14,6391.0,195.0,517.0,,40.4637,-3.7492,Spain
54663,2020-03-15,7798.0,289.0,517.0,,40.4637,-3.7492,Spain
26760,2020-03-16,9942.0,342.0,530.0,,40.4637,-3.7492,Spain
26484,2020-03-17,11748.0,533.0,1028.0,,40.4637,-3.7492,Spain
44131,2020-03-18,13910.0,623.0,1081.0,,40.4637,-3.7492,Spain
43839,2020-03-19,17963.0,830.0,1107.0,,40.4637,-3.7492,Spain
55323,2020-03-20,20410.0,1043.0,1588.0,,40.4637,-3.7492,Spain
55622,2020-03-21,25374.0,1375.0,2125.0,,40.4637,-3.7492,Spain
17596,2020-03-23,35136.0,2311.0,3355.0,29470.0,40.4637,-3.7492,Spain
3749,2020-03-24,39885.0,2808.0,3794.0,33283.0,40.4637,-3.7492,Spain
7169,2020-03-25,49515.0,3647.0,5367.0,40501.0,40.4637,-3.7492,Spain
51342,2020-03-26,57786.0,4365.0,7015.0,46406.0,40.4637,-3.7492,Spain
47921,2020-03-27,65719.0,5138.0,9357.0,51224.0,40.4637,-3.7492,Spain
34115,2020-03-28,73235.0,5982.0,12285.0,54968.0,40.4637,-3.7492,Spain
30685,2020-03-29,80110.0,6803.0,14709.0,58598.0,40.4637,-3.7492,Spain
38030,2020-03-30,87956.0,7716.0,16780.0,63460.0,40.4637,-3.7492,Spain
40464,2020-03-31,95923.0,8464.0,19259.0,68200.0,40.4637,-3.7492,Spain
42949,2020-04-01,104118.0,9387.0,22647.0,72084.0,40.4637,-3.7492,Spain
9736,2020-04-02,112065.0,10348.0,26743.0,74974.0,40.4637,-3.7492,Spain
12361,2020-04-03,119199.0,11198.0,30513.0,77488.0,40.4637,-3.7492,Spain
26454,2020-04-04,126168.0,11947.0,34219.0,80002.0,40.4637,-3.7492,Spain
23774,2020-04-05,131646.0,12641.0,38080.0,80925.0,40.4637,-3.7492,Spain
54149,2020-04-06,136675.0,13341.0,40437.0,82897.0,40.4637,-3.7492,Spain
20855,3/22/20 23,28603.0,1756.0,2125.0,24722.0,40.4637,-3.7492,Spain
55001,1/24/20 17,2.0,France,France,France,46.2276,2.2137,France
54957,1/25/20 17,3.0,France,France,France,46.2276,2.2137,France
27221,1/26/20 16,3.0,France,France,France,46.2276,2.2137,France
27268,1/27/20 23,3.0,France,France,France,46.2276,2.2137,France
44454,1/28/20 23,4.0,France,France,France,46.2276,2.2137,France
44506,1/29/20 19,5.0,France,France,France,46.2276,2.2137,France
14031,1/30/20 16,5.0,France,France,France,46.2276,2.2137,France
13965,1/31/2020 ,5.0,France,France,France,46.2276,2.2137,France
56255,2/1/2020 1,6.0,0.0,0.0,France,46.2276,2.2137,France
