,Last_Update,Confirmed,Deaths,Recovered,Active,Latitude,Longitude,name
23538,2020-04-05,586.0,8.0,441.0,137.0,40.1824,116.4142,Beijing
53912,2020-04-06,587.0,8.0,443.0,136.0,40.1824,116.4142,Beijing
20827,3/22/20 7:,514.0,8.0,400.0,106.0,40.1824,116.4142,Beijing
43424,1/22/2020 ,14.0,,,,40.1824,116.4142,Beijing
43462,1/23/20 17,22.0,,,,40.1824,116.4142,Beijing
54964,1/24/20 17,36.0,,1.0,,40.1824,116.4142,Beijing
54922,1/25/20 17,41.0,,2.0,,40.1824,116.4142,Beijing
27185,1/26/20 16,68.0,,2.0,,40.1824,116.4142,Beijing
27232,1/27/20 23,80.0,1.0,2.0,,40.1824,116.4142,Beijing
44421,1/28/20 23,91.0,1.0,4.0,,40.1824,116.4142,Beijing
44472,1/29/20 19,111.0,1.0,4.0,,40.1824,116.4142,Beijing
13999,1/30/20 16,114.0,1.0,4.0,,40.1824,116.4142,Beijing
13937,1/31/2020 ,139.0,1.0,5.0,,40.1824,116.4142,Beijing
56228,2/1/2020 9,168.0,1.0,9.0,,40.1824,116.4142,Beijing
13802,2020-02-02,191.0,1.0,9.0,,40.1824,116.4142,Beijing
13869,2020-02-03,212.0,1.0,12.0,,40.1824,116.4142,Beijing
13463,2020-02-04,228.0,1.0,23.0,,40.1824,116.4142,Beijing
13392,2020-02-05,253.0,1.0,24.0,,40.1824,116.4142,Beijing
34485,2020-02-06,274.0,1.0,31.0,,40.1824,116.4142,Beijing
34556,2020-02-07,297.0,1.0,33.0,,40.1824,116.4142,Beijing
13533,2020-02-08,315.0,2.0,34.0,,40.1824,116.4142,Beijing
13605,2020-02-09,326.0,2.0,37.0,,40.1824,116.4142,Beijing
43591,2020-02-10,337.0,2.0,44.0,,40.1824,116.4142,Beijing
43519,2020-02-11,342.0,3.0,48.0,,40.1824,116.4142,Beijing
12822,2020-02-12,352.0,3.0,56.0,,40.1824,116.4142,Beijing
12895,2020-02-13,366.0,3.0,69.0,,40.1824,116.4142,Beijing
27116,2020-02-14,372.0,3.0,80.0,,40.1824,116.4142,Beijing
27041,2020-02-15,375.0,4.0,98.0,,40.1824,116.4142,Beijing
55014,2020-02-16,380.0,4.0,108.0,,40.1824,116.4142,Beijing
55090,2020-02-17,381.0,4.0,114.0,,40.1824,116.4142,Beijing
219,2020-02-18,387.0,4.0,122.0,,40.1824,116.4142,Beijing
294,2020-02-19,393.0,4.0,145.0,,40.1824,116.4142,Beijing
14143,2020-02-20,395.0,4.0,153.0,,40.1824,116.4142,Beijing
14059,2020-02-21,396.0,4.0,169.0,,40.1824,116.4142,Beijing
55166,2020-02-22,399.0,4.0,178.0,,40.1824,116.4142,Beijing
55250,2020-02-23,399.0,4.0,189.0,,40.1824,116.4142,Beijing
43760,2020-02-24,399.0,4.0,198.0,,40.1824,116.4142,Beijing
43666,2020-02-25,400.0,4.0,215.0,,40.1824,116.4142,Beijing
15,2020-02-26,400.0,4.0,235.0,,40.1824,116.4142,Beijing
116,2020-02-27,410.0,5.0,248.0,,40.1824,116.4142,Beijing
54192,2020-02-28,410.0,7.0,257.0,,40.1824,116.4142,Beijing
54307,2020-02-29,411.0,8.0,271.0,,40.1824,116.4142,Beijing
13682,2020-03-01,413.0,8.0,276.0,,40.1824,116.4142,Beijing
56091,2020-03-02,414.0,8.0,282.0,,40.1824,116.4142,Beijing
55940,2020-03-03,414.0,8.0,288.0,,40.1824,116.4142,Beijing
34157,2020-03-04,418.0,8.0,297.0,,40.1824,116.4142,Beijing
13200,2020-03-06,422.0,8.0,299.0,,40.1824,116.4142,Beijing
12977,2020-03-07,426.0,8.0,303.0,,40.1824,116.4142,Beijing
56569,2020-03-08,428.0,8.0,308.0,,40.1824,116.4142,Beijing
56303,2020-03-09,428.0,8.0,315.0,,40.1824,116.4142,Beijing
12409,2020-03-10,429.0,8.0,320.0,,40.1824,116.4142,Beijing
12594,2020-03-11,67773.0,3046.0,49134.0,,30.9756,112.2707,Hubei
43205,2020-03-12,67781.0,3056.0,50318.0,,30.9756,112.2707,Hubei
42975,2020-03-13,67786.0,3062.0,51553.0,,30.9756,112.2707,Hubei
54410,2020-03-14,67790.0,3075.0,52960.0,,30.9756,112.2707,Hubei
54659,2020-03-15,67794.0,3085.0,54288.0,,30.9756,112.2707,Hubei
26757,2020-03-16,67798.0,3099.0,55142.0,,30.9756,112.2707,Hubei
26481,2020-03-17,67799.0,3111.0,56003.0,,30.9756,112.2707,Hubei
44128,2020-03-18,67800.0,3122.0,56927.0,,30.9756,112.2707,Hubei
43836,2020-03-19,67800.0,3130.0,57682.0,,30.9756,112.2707,Hubei
55321,2020-03-20,67800.0,3133.0,58382.0,,30.9756,112.2707,Hubei
55620,2020-03-21,67800.0,3139.0,58946.0,,30.9756,112.2707,Hubei
17412,2020-03-23,67800.0,3153.0,59882.0,4765.0,30.9756,112.2707,Hubei
3560,2020-03-24,67801.0,3160.0,60324.0,4317.0,30.9756,112.2707,Hubei
6976,2020-03-25,67801.0,3163.0,60811.0,3827.0,30.9756,112.2707,Hubei
51146,2020-03-26,67801.0,3169.0,61201.0,3431.0,30.9756,112.2707,Hubei
47724,2020-03-27,67801.0,3174.0,61732.0,2895.0,30.9756,112.2707,Hubei
33916,2020-03-28,67801.0,3177.0,62098.0,2526.0,30.9756,112.2707,Hubei
30486,2020-03-29,67801.0,3182.0,62570.0,2049.0,30.9756,112.2707,Hubei
37830,2020-03-30,67801.0,3186.0,62889.0,1726.0,30.9756,112.2707,Hubei
40262,2020-03-31,67801.0,3187.0,63153.0,1461.0,30.9756,112.2707,Hubei
42747,2020-04-01,67802.0,3193.0,63326.0,1283.0,30.9756,112.2707,Hubei
9533,2020-04-02,67802.0,3199.0,63471.0,1132.0,30.9756,112.2707,Hubei
12158,2020-04-03,67802.0,3203.0,63612.0,987.0,30.9756,112.2707,Hubei
26251,2020-04-04,67803.0,3207.0,63762.0,834.0,30.9756,112.2707,Hubei
23569,2020-04-05,67803.0,3210.0,63945.0,648.0,30.9756,112.2707,Hubei
53943,2020-04-06,67803.0,3212.0,64014.0,577.0,30.9756,112.2707,Hubei
20823,3/22/20 9:,67800.0,3144.0,59433.0,5223.0,30.9756,112.2707,Hubei
43436,1/22/2020 ,444.0,17.0,28.0,,30.9756,112.2707,Hubei
43474,1/23/20 17,444.0,17.0,28.0,,30.9756,112.2707,Hubei
54961,1/24/20 17,549.0,24.0,31.0,,30.9756,112.2707,Hubei
54917,1/25/20 17,761.0,40.0,32.0,,30.9756,112.2707,Hubei
27179,1/26/20 16,1058.0,52.0,42.0,,30.9756,112.2707,Hubei
27226,1/27/20 23,1423.0,76.0,45.0,,30.9756,112.2707,Hubei
44412,1/28/20 23,3554.0,125.0,80.0,,30.9756,112.2707,Hubei
44464,1/29/20 19,3554.0,125.0,88.0,,30.9756,112.2707,Hubei
13988,1/30/20 16,4903.0,162.0,90.0,,30.9756,112.2707,Hubei
13926,1/31/2020 ,5806.0,204.0,141.0,,30.9756,112.2707,Hubei
56216,2/1/2020 1,7153.0,249.0,168.0,,30.9756,112.2707,Hubei
13791,2020-02-02,11177.0,350.0,295.0,,30.9756,112.2707,Hubei
13858,2020-02-03,13522.0,414.0,386.0,,30.9756,112.2707,Hubei
13452,2020-02-04,16678.0,479.0,522.0,,30.9756,112.2707,Hubei
13381,2020-02-05,19665.0,549.0,633.0,,30.9756,112.2707,Hubei
34474,2020-02-06,22112.0,618.0,817.0,,30.9756,112.2707,Hubei
34545,2020-02-07,24953.0,699.0,1115.0,,30.9756,112.2707,Hubei
13522,2020-02-08,27100.0,780.0,1439.0,,30.9756,112.2707,Hubei
13594,2020-02-09,29631.0,871.0,1795.0,,30.9756,112.2707,Hubei
43580,2020-02-10,31728.0,974.0,2222.0,,30.9756,112.2707,Hubei
43507,2020-02-11,33366.0,1068.0,2639.0,,30.9756,112.2707,Hubei
12810,2020-02-12,33366.0,1068.0,2686.0,,30.9756,112.2707,Hubei
12883,2020-02-13,48206.0,1310.0,3459.0,,30.9756,112.2707,Hubei
27104,2020-02-14,54406.0,1457.0,4774.0,,30.9756,112.2707,Hubei
27029,2020-02-15,56249.0,1596.0,5623.0,,30.9756,112.2707,Hubei
55002,2020-02-16,58182.0,1696.0,6639.0,,30.9756,112.2707,Hubei
55077,2020-02-17,59989.0,1789.0,7862.0,,30.9756,112.2707,Hubei
206,2020-02-18,61682.0,1921.0,9128.0,,30.9756,112.2707,Hubei
281,2020-02-19,62031.0,2029.0,10337.0,,30.9756,112.2707,Hubei
14130,2020-02-20,62442.0,2144.0,11788.0,,30.9756,112.2707,Hubei
14046,2020-02-21,62662.0,2144.0,11881.0,,30.9756,112.2707,Hubei
55152,2020-02-22,64084.0,2346.0,15299.0,,30.9756,112.2707,Hubei
55236,2020-02-23,64084.0,2346.0,15343.0,,30.9756,112.2707,Hubei
43746,2020-02-24,64287.0,2495.0,16748.0,,30.9756,112.2707,Hubei
43652,2020-02-25,64786.0,2563.0,18971.0,,30.9756,112.2707,Hubei
0,2020-02-26,65187.0,2615.0,20969.0,,30.9756,112.2707,Hubei
101,2020-02-27,65596.0,2641.0,23383.0,,30.9756,112.2707,Hubei
54177,2020-02-28,65914.0,2682.0,26403.0,,30.9756,112.2707,Hubei
54291,2020-02-29,66337.0,2727.0,28993.0,,30.9756,112.2707,Hubei
13666,2020-03-01,66907.0,2761.0,31536.0,,30.9756,112.2707,Hubei
56075,2020-03-02,67103.0,2803.0,33934.0,,30.9756,112.2707,Hubei
55924,2020-03-03,67217.0,2835.0,36208.0,,30.9756,112.2707,Hubei
34141,2020-03-04,67332.0,2871.0,38557.0,,30.9756,112.2707,Hubei
34301,2020-03-05,67466.0,2902.0,40592.0,,30.9756,112.2707,Hubei
13182,2020-03-06,67592.0,2931.0,42033.0,,30.9756,112.2707,Hubei
12957,2020-03-07,67666.0,2959.0,43500.0,,30.9756,112.2707,Hubei
56549,2020-03-08,67707.0,2986.0,45235.0,,30.9756,112.2707,Hubei
56283,2020-03-09,67743.0,3008.0,46488.0,,30.9756,112.2707,Hubei
12388,2020-03-10,67760.0,3024.0,47743.0,,30.9756,112.2707,Hubei
12597,2020-03-11,7755.0,60.0,288.0,,35.907757,127.766922,South Korea
43088,2020-03-11,7979.0,66.0,510.0,,35.907757,127.766922,South Korea
43208,2020-03-12,7869.0,66.0,333.0,,35.907757,127.766922,South Korea
54413,2020-03-14,8086.0,72.0,510.0,,35.907757,127.766922,South Korea
54662,2020-03-15,8162.0,75.0,510.0,,35.907757,127.766922,South Korea
26761,2020-03-16,8236.0,75.0,1137.0,,35.907757,127.766922,South Korea
26486,2020-03-17,8320.0,81.0,1407.0,,35.907757,127.766922,South Korea
44134,2020-03-18,8413.0,84.0,1540.0,,35.907757,127.766922,South Korea
43842,2020-03-19,8565.0,91.0,1540.0,,35.907757,127.766922,South Korea
55327,2020-03-20,8652.0,94.0,1540.0,,35.907757,127.766922,South Korea
55627,2020-03-21,8799.0,102.0,1540.0,,35.907757,127.766922,South Korea
17540,2020-03-23,8961.0,111.0,3166.0,5684.0,35.907757,127.766922,South Korea
3691,2020-03-24,9037.0,120.0,3507.0,5410.0,35.907757,127.766922,South Korea
7109,2020-03-25,9137.0,126.0,3730.0,5281.0,35.907757,127.766922,South Korea
51281,2020-03-26,9241.0,131.0,4144.0,4966.0,35.907757,127.766922,South Korea
47860,2020-03-27,9332.0,139.0,4528.0,4665.0,35.907757,127.766922,South Korea
34053,2020-03-28,9478.0,144.0,4811.0,4523.0,35.907757,127.766922,South Korea
30623,2020-03-29,9583.0,152.0,5033.0,4398.0,35.907757,127.766922,South Korea
37968,2020-03-30,9661.0,158.0,5228.0,4275.0,35.907757,127.766922,South Korea
40401,2020-03-31,9786.0,162.0,5408.0,4216.0,35.907757,127.766922,South Korea
42886,2020-04-01,9887.0,165.0,5567.0,4155.0,35.907757,127.766922,South Korea
9672,2020-04-02,9976.0,169.0,5828.0,3979.0,35.907757,127.766922,South Korea
12297,2020-04-03,10062.0,174.0,6021.0,3867.0,35.907757,127.766922,South Korea
26390,2020-04-04,10156.0,177.0,6325.0,3654.0,35.907757,127.766922,South Korea
23709,2020-04-05,10237.0,183.0,6463.0,3591.0,35.907757,127.766922,South Korea
54083,2020-04-06,10284.0,186.0,6598.0,3500.0,35.907757,127.766922,South Korea
20859,3/22/20 23,8897.0,104.0,2909.0,5884.0,35.907757,127.766922,South Korea
12391,2020-03-10,7513.0,54.0,247.0,,35.907757,127.766922,South Korea
43460,1/22/2020 ,1.0,,,,35.907757,127.766922,South Korea
43498,1/23/20 17,1.0,,,,35.907757,127.766922,South Korea
54998,1/24/20 17,2.0,,,,35.907757,127.766922,South Korea
54954,1/25/20 17,2.0,,,,35.907757,127.766922,South Korea
27218,1/26/20 16,3.0,,,,35.907757,127.766922,South Korea
27265,1/27/20 23,4.0,,,,35.907757,127.766922,South Korea
44451,1/28/20 23,4.0,,,,35.907757,127.766922,South Korea
44503,1/29/20 19,4.0,,,,35.907757,127.766922,South Korea
14028,1/30/20 16,4.0,,,,35.907757,127.766922,South Korea
13963,1/31/2020 ,11.0,,,,35.907757,127.766922,South Korea
56249,2/1/2020 1,12.0,0.0,0.0,,35.907757,127.766922,South Korea
13824,2020-02-02,15.0,0.0,0.0,,35.907757,127.766922,South Korea
13485,2020-02-04,16.0,0.0,0.0,,35.907757,127.766922,South Korea
13414,2020-02-05,19.0,0.0,0.0,,35.907757,127.766922,South Korea
34507,2020-02-06,23.0,0.0,0.0,,35.907757,127.766922,South Korea
13556,2020-02-07,24.0,0.0,1.0,,35.907757,127.766922,South Korea
13628,2020-02-09,25.0,0.0,3.0,,35.907757,127.766922,South Korea
43613,2020-02-10,27.0,0.0,3.0,,35.907757,127.766922,South Korea
43540,2020-02-11,28.0,0.0,3.0,,35.907757,127.766922,South Korea
12844,2020-02-12,28.0,0.0,7.0,,35.907757,127.766922,South Korea
27063,2020-02-15,28.0,0.0,9.0,,35.907757,127.766922,South Korea
55036,2020-02-16,29.0,0.0,9.0,,35.907757,127.766922,South Korea
55111,2020-02-17,30.0,0.0,10.0,,35.907757,127.766922,South Korea
240,2020-02-18,31.0,0.0,12.0,,35.907757,127.766922,South Korea
14155,2020-02-20,104.0,1.0,16.0,,35.907757,127.766922,South Korea
14065,2020-02-21,204.0,2.0,16.0,,35.907757,127.766922,South Korea
55165,2020-02-22,433.0,2.0,16.0,,35.907757,127.766922,South Korea
55246,2020-02-23,602.0,6.0,18.0,,35.907757,127.766922,South Korea
43753,2020-02-24,833.0,8.0,18.0,,35.907757,127.766922,South Korea
43658,2020-02-25,977.0,10.0,22.0,,35.907757,127.766922,South Korea
3,2020-02-26,1261.0,12.0,22.0,,35.907757,127.766922,South Korea
102,2020-02-27,1766.0,13.0,22.0,,35.907757,127.766922,South Korea
54178,2020-02-28,2337.0,13.0,22.0,,35.907757,127.766922,South Korea
54292,2020-02-29,3150.0,16.0,27.0,,35.907757,127.766922,South Korea
13667,2020-03-01,3736.0,17.0,30.0,,35.907757,127.766922,South Korea
56076,2020-03-02,4335.0,28.0,30.0,,35.907757,127.766922,South Korea
55925,2020-03-03,5186.0,28.0,30.0,,35.907757,127.766922,South Korea
34142,2020-03-04,5621.0,35.0,41.0,,35.907757,127.766922,South Korea
34302,2020-03-05,6088.0,35.0,41.0,,35.907757,127.766922,South Korea
13183,2020-03-06,6593.0,42.0,135.0,,35.907757,127.766922,South Korea
12958,2020-03-07,7041.0,44.0,135.0,,35.907757,127.766922,South Korea
56551,2020-03-08,7314.0,50.0,118.0,,35.907757,127.766922,South Korea
56285,2020-03-09,7478.0,53.0,118.0,,35.907757,127.766922,South Korea
43501,1/23/20 17,,,,,4.210484,101.975766,Malaysia
54960,1/25/20 17,3.0,,,,4.210484,101.975766,Malaysia
27224,1/26/20 16,4.0,,,,4.210484,101.975766,Malaysia
27270,1/27/20 23,4.0,,,,4.210484,101.975766,Malaysia
44456,1/28/20 23,4.0,,,,4.210484,101.975766,Malaysia
44508,1/29/20 19,7.0,,,,4.210484,101.975766,Malaysia
14033,1/30/20 16,8.0,,,,4.210484,101.975766,Malaysia
13964,1/31/2020 ,8.0,,,,4.210484,101.975766,Malaysia
56252,1/31/2020 ,8.0,0.0,0.0,,4.210484,101.975766,Malaysia
13829,2020-01-31,8.0,0.0,0.0,,4.210484,101.975766,Malaysia
13490,2020-02-04,10.0,0.0,0.0,,4.210484,101.975766,Malaysia
13417,2020-02-05,12.0,0.0,0.0,,4.210484,101.975766,Malaysia
34583,2020-02-07,12.0,0.0,1.0,,4.210484,101.975766,Malaysia
13559,2020-02-08,16.0,0.0,1.0,,4.210484,101.975766,Malaysia
43616,2020-02-10,18.0,0.0,1.0,,4.210484,101.975766,Malaysia
12846,2020-02-11,18.0,0.0,3.0,,4.210484,101.975766,Malaysia
12918,2020-02-13,19.0,0.0,3.0,,4.210484,101.975766,Malaysia
27064,2020-02-15,22.0,0.0,7.0,,4.210484,101.975766,Malaysia
241,2020-02-18,22.0,0.0,13.0,,4.210484,101.975766,Malaysia
317,2020-02-19,22.0,0.0,15.0,,4.210484,101.975766,Malaysia
42,2020-02-24,22.0,0.0,18.0,,4.210484,101.975766,Malaysia
144,2020-02-27,23.0,0.0,18.0,,4.210484,101.975766,Malaysia
54335,2020-02-29,25.0,0.0,18.0,,4.210484,101.975766,Malaysia
13711,2020-03-01,29.0,0.0,18.0,,4.210484,101.975766,Malaysia
55970,2020-03-03,36.0,0.0,22.0,,4.210484,101.975766,Malaysia
34185,2020-03-04,50.0,0.0,22.0,,4.210484,101.975766,Malaysia
13224,2020-03-06,83.0,0.0,22.0,,4.210484,101.975766,Malaysia
12999,2020-03-07,93.0,0.0,23.0,,4.210484,101.975766,Malaysia
56591,2020-03-08,99.0,0.0,24.0,,4.210484,101.975766,Malaysia
56324,2020-03-09,117.0,0.0,24.0,,4.210484,101.975766,Malaysia
12431,2020-03-10,129.0,0.0,24.0,,4.210484,101.975766,Malaysia
12636,2020-03-11,149.0,0.0,26.0,,4.210484,101.975766,Malaysia
43126,2020-03-11,197.0,0.0,26.0,,4.210484,101.975766,Malaysia
54448,2020-03-14,238.0,0.0,35.0,,4.210484,101.975766,Malaysia
54690,2020-03-15,428.0,0.0,42.0,,4.210484,101.975766,Malaysia
26785,2020-03-16,566.0,0.0,42.0,,4.210484,101.975766,Malaysia
26508,2020-03-17,673.0,2.0,49.0,,4.210484,101.975766,Malaysia
44152,2020-03-18,790.0,2.0,60.0,,4.210484,101.975766,Malaysia
43861,2020-03-19,900.0,2.0,75.0,,4.210484,101.975766,Malaysia
55342,2020-03-20,1030.0,3.0,87.0,,4.210484,101.975766,Malaysia
55643,2020-03-21,1183.0,4.0,114.0,,4.210484,101.975766,Malaysia
17550,2020-03-23,1518.0,14.0,159.0,1345.0,4.210484,101.975766,Malaysia
3703,2020-03-24,1624.0,16.0,183.0,1425.0,4.210484,101.975766,Malaysia
7121,2020-03-25,1796.0,20.0,199.0,1577.0,4.210484,101.975766,Malaysia
51294,2020-03-26,2031.0,23.0,215.0,1793.0,4.210484,101.975766,Malaysia
47873,2020-03-27,2161.0,26.0,259.0,1876.0,4.210484,101.975766,Malaysia
34067,2020-03-28,2320.0,27.0,320.0,1973.0,4.210484,101.975766,Malaysia
30637,2020-03-29,2470.0,35.0,388.0,2047.0,4.210484,101.975766,Malaysia
37982,2020-03-30,2626.0,37.0,479.0,2110.0,4.210484,101.975766,Malaysia
40415,2020-03-31,2766.0,43.0,537.0,2186.0,4.210484,101.975766,Malaysia
42900,2020-04-01,2908.0,45.0,645.0,2218.0,4.210484,101.975766,Malaysia
9687,2020-04-02,3116.0,50.0,767.0,2299.0,4.210484,101.975766,Malaysia
12312,2020-04-03,3333.0,53.0,827.0,2453.0,4.210484,101.975766,Malaysia
26405,2020-04-04,3483.0,57.0,915.0,2511.0,4.210484,101.975766,Malaysia
23724,2020-04-05,3662.0,61.0,1005.0,2596.0,4.210484,101.975766,Malaysia
54098,2020-04-06,3793.0,62.0,1241.0,2490.0,4.210484,101.975766,Malaysia
20870,3/22/20 23,1306.0,10.0,139.0,1157.0,4.210484,101.975766,Malaysia
27275,1/27/20 23,4.0,,,,-33.8688,151.2093,Sydney
44461,1/28/20 23,4.0,,,,-33.8688,151.2093,Sydney
44513,1/29/20 19,4.0,,,,-33.8688,151.2093,Sydney
14038,1/30/20 16,4.0,,2.0,,-33.8688,151.2093,Sydney
13967,1/31/2020 ,4.0,,2.0,,-33.8688,151.2093,Sydney
56257,2/1/2020 1,4.0,0.0,2.0,,-33.8688,151.2093,Sydney
13423,2020-02-01,4.0,0.0,2.0,,-33.8688,151.2093,Sydney
12855,2020-02-06,4.0,0.0,2.0,,-33.8688,151.2093,Sydney
54,2020-02-13,4.0,0.0,4.0,,-33.8688,151.2093,Sydney
13731,2020-03-01,6.0,0.0,4.0,,-33.8688,151.2093,Sydney
55981,2020-03-03,13.0,0.0,4.0,,-33.8688,151.2093,Sydney
34198,2020-03-04,22.0,1.0,4.0,,-33.8688,151.2093,Sydney
13240,2020-03-06,26.0,1.0,4.0,,-33.8688,151.2093,Sydney
13017,2020-03-07,28.0,1.0,4.0,,-33.8688,151.2093,Sydney
56610,2020-03-08,38.0,3.0,4.0,,-33.8688,151.2093,Sydney
56340,2020-03-09,48.0,3.0,4.0,,-33.8688,151.2093,Sydney
12449,2020-03-10,55.0,2.0,4.0,,-33.8688,151.2093,Sydney
12655,2020-03-11,65.0,2.0,4.0,,-33.8688,151.2093,Sydney
43014,2020-03-11,92.0,2.0,4.0,,-33.8688,151.2093,Sydney
54471,2020-03-14,112.0,2.0,4.0,,-33.8688,151.2093,Sydney
54716,2020-03-15,134.0,2.0,4.0,,-33.8688,151.2093,Sydney
26812,2020-03-16,171.0,2.0,4.0,,-33.8688,151.2093,Sydney
26537,2020-03-17,210.0,4.0,4.0,,-33.8688,151.2093,Sydney
44176,2020-03-18,267.0,5.0,4.0,,-33.8688,151.2093,Sydney
43891,2020-03-19,307.0,5.0,4.0,,-33.8688,151.2093,Sydney
55381,2020-03-20,353.0,6.0,4.0,,-33.8688,151.2093,Sydney
55677,2020-03-21,436.0,6.0,4.0,,-33.8688,151.2093,Sydney
17427,2020-03-23,669.0,6.0,4.0,659.0,-33.8688,151.2093,Sydney
3575,2020-03-24,818.0,7.0,4.0,807.0,-33.8688,151.2093,Sydney
6991,2020-03-25,1029.0,7.0,4.0,1018.0,-33.8688,151.2093,Sydney
51161,2020-03-26,1219.0,7.0,4.0,1208.0,-33.8688,151.2093,Sydney
47739,2020-03-27,1405.0,7.0,4.0,1394.0,-33.8688,151.2093,Sydney
33931,2020-03-28,1617.0,8.0,4.0,1605.0,-33.8688,151.2093,Sydney
30501,2020-03-29,1791.0,8.0,4.0,1779.0,-33.8688,151.2093,Sydney
37845,2020-03-30,2032.0,8.0,4.0,2020.0,-33.8688,151.2093,Sydney
40277,2020-03-31,2032.0,8.0,4.0,2020.0,-33.8688,151.2093,Sydney
42762,2020-04-01,2182.0,9.0,4.0,2169.0,-33.8688,151.2093,Sydney
9548,2020-04-02,2298.0,10.0,4.0,2284.0,-33.8688,151.2093,Sydney
12173,2020-04-03,2389.0,12.0,4.0,2373.0,-33.8688,151.2093,Sydney
26266,2020-04-04,2493.0,12.0,4.0,2477.0,-33.8688,151.2093,Sydney
23584,2020-04-05,2580.0,16.0,4.0,2560.0,-33.8688,151.2093,Sydney
53958,2020-04-06,2637.0,18.0,4.0,2615.0,-33.8688,151.2093,Sydney
20810,3/22/20 23,669.0,6.0,4.0,659.0,-33.8688,151.2093,Sydney
